iteration,graph,exploitability,init_tid,total_time
0,,1.3199050833711121,0.00012087821960449219,0.0031328201293945312
8,,0.564039880175062,0.00012087821960449219,0.03159284591674805
16,,0.4313159085535462,0.00012087821960449219,0.0592951774597168
24,,0.3973962517943199,0.00012087821960449219,0.09127473831176758
32,,0.36550236848744766,0.00012087821960449219,0.12219405174255371
40,,0.33887501509477613,0.00012087821960449219,0.15497112274169922
48,,0.2747128134151906,0.00012087821960449219,0.18805551528930664
56,,0.20978383243893384,0.00012087821960449219,0.2199866771697998
64,,0.18721576719906974,0.00012087821960449219,0.24683427810668945
72,,0.20206625281418794,0.00012087821960449219,0.2741508483886719
80,,0.21048469491593735,0.00012087821960449219,0.3021256923675537
88,,0.20247449472860424,0.00012087821960449219,0.33389925956726074
96,,0.18223237926366231,0.00012087821960449219,0.3672161102294922
104,,0.1589691755373046,0.00012087821960449219,0.402799129486084
112,,0.11960952495214455,0.00012087821960449219,0.4359264373779297
120,,0.11544476235018303,0.00012087821960449219,0.4627509117126465
128,,0.11009305562790217,0.00012087821960449219,0.48773813247680664
136,,0.11848344788037257,0.00012087821960449219,0.5141863822937012
144,,0.14221599762401238,0.00012087821960449219,0.5408542156219482
152,,0.13524167542355903,0.00012087821960449219,0.5669100284576416
160,,0.1491029913775047,0.00012087821960449219,0.5920181274414062
168,,0.15581352520101427,0.00012087821960449219,0.6189641952514648
176,,0.15705821110138396,0.00012087821960449219,0.643486738204956
184,,0.15119585514873451,0.00012087821960449219,0.6685285568237305
192,,0.14492866940912197,0.00012087821960449219,0.6948671340942383
200,,0.1391603642441399,0.00012087821960449219,0.7222425937652588
208,,0.1338336517053419,0.00012087821960449219,0.747525691986084
216,,0.12889969219175024,0.00012087821960449219,0.7739067077636719
224,,0.12182659159444259,0.00012087821960449219,0.7983088493347168
232,,0.11306217110541156,0.00012087821960449219,0.8254275321960449
240,,0.10104308856791033,0.00012087821960449219,0.8497240543365479
248,,0.08777640685144128,0.00012087821960449219,0.8743002414703369
256,,0.0911035095902521,0.00012087821960449219,0.8996334075927734
264,,0.08948816361505696,0.00012087821960449219,0.9250366687774658
272,,0.0764369202998042,0.00012087821960449219,0.945084810256958
280,,0.07840344619716638,0.00012087821960449219,0.9691493511199951
