iteration,graph,exploitability,init_tid,total_time
0,,1.1683330721269716,0.00015091896057128906,0.012761831283569336
8,,0.4095467726147809,0.00015091896057128906,0.04343223571777344
16,,0.2513736829613221,0.00015091896057128906,0.0701594352722168
24,,0.1360499387414773,0.00015091896057128906,0.1065683364868164
32,,0.11001082726744477,0.00015091896057128906,0.14605331420898438
40,,0.1581053953818531,0.00015091896057128906,0.17936301231384277
48,,0.2230150985525428,0.00015091896057128906,0.21012616157531738
56,,0.24195145526534706,0.00015091896057128906,0.234818696975708
64,,0.2065248064859897,0.00015091896057128906,0.26143646240234375
72,,0.14833620347953091,0.00015091896057128906,0.28952860832214355
80,,0.1352005744976572,0.00015091896057128906,0.32193470001220703
88,,0.12306968786120076,0.00015091896057128906,0.3562624454498291
96,,0.11291674502568294,0.00015091896057128906,0.39249229431152344
104,,0.10432726275186627,0.00015091896057128906,0.4282257556915283
112,,0.09695889042529443,0.00015091896057128906,0.46776390075683594
120,,0.09055642410971043,0.00015091896057128906,0.5046422481536865
128,,0.11002604015928297,0.00015091896057128906,0.5429792404174805
136,,0.13864846374088458,0.00015091896057128906,0.5780124664306641
144,,0.151960815447592,0.00015091896057128906,0.6116564273834229
152,,0.15055442773816508,0.00015091896057128906,0.6429324150085449
160,,0.14307346192326453,0.00015091896057128906,0.6782143115997314
168,,0.12702382691819059,0.00015091896057128906,0.7128751277923584
176,,0.13457808356022227,0.00015091896057128906,0.7404789924621582
184,,0.10445164008524876,0.00015091896057128906,0.7675502300262451
192,,0.08769945072614138,0.00015091896057128906,0.7911860942840576
200,,0.08420700737586828,0.00015091896057128906,0.816749095916748
208,,0.0809849582010943,0.00015091896057128906,0.8419070243835449
216,,0.07643297035881702,0.00015091896057128906,0.8682308197021484
224,,0.08010196506218226,0.00015091896057128906,0.8995211124420166
232,,0.08709023673534333,0.00015091896057128906,0.931988000869751
240,,0.08967700995433803,0.00015091896057128906,0.9655380249023438
248,,0.09117034141014124,0.00015091896057128906,0.9972796440124512
256,,0.08867676477479103,0.00015091896057128906,1.036003828048706
264,,0.08600023083580088,0.00015091896057128906,1.068974256515503
272,,0.08348052717749155,0.00015091896057128906,1.1052045822143555
280,,0.08110658267711723,0.00015091896057128906,1.141669750213623
288,,0.07886061579059545,0.00015091896057128906,1.1750907897949219
296,,0.07673672253160169,0.00015091896057128906,1.209564447402954
304,,0.0747232634479078,0.00015091896057128906,1.2449836730957031
312,,0.07281642519162512,0.00015091896057128906,1.2809386253356934
320,,0.07100273184493455,0.00015091896057128906,1.3173096179962158
328,,0.06660018332795192,0.00015091896057128906,1.3521857261657715
336,,0.05985514326310293,0.00015091896057128906,1.388265609741211
344,,0.05587963725626155,0.00015091896057128906,1.4249229431152344
352,,0.05649622872462834,0.00015091896057128906,1.4575209617614746
360,,0.05524423453546634,0.00015091896057128906,1.494490385055542
368,,0.05404652760054651,0.00015091896057128906,1.530837059020996
376,,0.05289965167362909,0.00015091896057128906,1.5687134265899658
384,,0.05558276335758361,0.00015091896057128906,1.6003923416137695
392,,0.0598856099038404,0.00015091896057128906,1.6321115493774414
400,,0.0634464575694913,0.00015091896057128906,1.6566438674926758
408,,0.0746940431726194,0.00015091896057128906,1.6804890632629395
416,,0.07368725763984663,0.00015091896057128906,1.7054729461669922
424,,0.07230111019319096,0.00015091896057128906,1.7316224575042725
432,,0.07096480414624051,0.00015091896057128906,1.7537925243377686
440,,0.06941514046873776,0.00015091896057128906,1.781649112701416
448,,0.06551109269174238,0.00015091896057128906,1.808347463607788
456,,0.06057488645251874,0.00015091896057128906,1.8428895473480225
464,,0.05724379180386174,0.00015091896057128906,1.8748581409454346
472,,0.058822256330629985,0.00015091896057128906,1.9125349521636963
480,,0.060348255002551365,0.00015091896057128906,1.9463434219360352
488,,0.06078415618236899,0.00015091896057128906,1.9855663776397705
496,,0.059822261571119695,0.00015091896057128906,2.0172688961029053
504,,0.0588742666689368,0.00015091896057128906,2.052114248275757
512,,0.05795621847426924,0.00015091896057128906,2.0958175659179688
520,,0.05706671512483841,0.00015091896057128906,2.1330699920654297
528,,0.056203757295296475,0.00015091896057128906,2.171027421951294
536,,0.055366509331465585,0.00015091896057128906,2.206660032272339
544,,0.054554480709945175,0.00015091896057128906,2.2446563243865967
552,,0.053765300793489734,0.00015091896057128906,2.280212640762329
560,,0.05299862741286909,0.00015091896057128906,2.3148372173309326
568,,0.052253803211151695,0.00015091896057128906,2.351313829421997
576,,0.05083388853236537,0.00015091896057128906,2.3898441791534424
584,,0.04747038243211066,0.00015091896057128906,2.4278082847595215
592,,0.04324762109438696,0.00015091896057128906,2.4640986919403076
600,,0.037570375967805214,0.00015091896057128906,2.4983339309692383
608,,0.03085287061066655,0.00015091896057128906,2.5369203090667725
616,,0.02324251461807003,0.00015091896057128906,2.5733838081359863
624,,0.01526501043976991,0.00015091896057128906,2.6092021465301514
