iteration,graph,exploitability,init_tid,total_time
0,,1.151730583333596,0.00011420249938964844,0.004228115081787109
8,,0.37333422145501816,0.00011420249938964844,0.029805421829223633
16,,0.33882401264160533,0.00011420249938964844,0.05908942222595215
24,,0.23040037790243512,0.00011420249938964844,0.08730959892272949
32,,0.15490548682635413,0.00011420249938964844,0.11879563331604004
40,,0.03035908076148308,0.00011420249938964844,0.14811420440673828
48,,0.057336807745481,0.00011420249938964844,0.17557525634765625
56,,0.10436677195026745,0.00011420249938964844,0.20022249221801758
64,,0.12571370472477295,0.00011420249938964844,0.22773313522338867
72,,0.1249428131912439,0.00011420249938964844,0.25611233711242676
80,,0.11260278194719697,0.00011420249938964844,0.28754734992980957
88,,0.10248118358022595,0.00011420249938964844,0.31859493255615234
96,,0.09402912720870821,0.00011420249938964844,0.347200870513916
104,,0.07075441866930493,0.00011420249938964844,0.3753788471221924
112,,0.060336184588774655,0.00011420249938964844,0.40344667434692383
120,,0.04200667902134669,0.00011420249938964844,0.43369245529174805
128,,0.06848971929078329,0.00011420249938964844,0.4589881896972656
136,,0.11036726020364857,0.00011420249938964844,0.48512983322143555
144,,0.1102659395315535,0.00011420249938964844,0.5091152191162109
152,,0.10450040051089216,0.00011420249938964844,0.5320441722869873
160,,0.09505512725225063,0.00011420249938964844,0.5558233261108398
168,,0.09914167473101454,0.00011420249938964844,0.5861611366271973
176,,0.10150043570231504,0.00011420249938964844,0.6134321689605713
184,,0.09711122764893443,0.00011420249938964844,0.64115309715271
192,,0.09308589173842718,0.00011420249938964844,0.6710898876190186
200,,0.0893809805547291,0.00011420249938964844,0.701770544052124
208,,0.0859596989175132,0.00011420249938964844,0.7354156970977783
216,,0.08279067772730608,0.00011420249938964844,0.7692639827728271
224,,0.07984700911770337,0.00011420249938964844,0.7981202602386475
232,,0.0771054808832069,0.00011420249938964844,0.8276004791259766
240,,0.07340447900890823,0.00011420249938964844,0.8558652400970459
248,,0.06496311991054049,0.00011420249938964844,0.8856890201568604
256,,0.0510904322332153,0.00011420249938964844,0.9150753021240234
264,,0.032834462487818405,0.00011420249938964844,0.9464068412780762
272,,0.01586793393097019,0.00011420249938964844,0.9734287261962891
