iteration,exploitability,graph,total_time
1,0.6666323365130478,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,10127.437914133072
6,1.0969339972136058,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,60259.06063199043
