iteration,exploitability,graph,total_time
1,0.6566214836967905,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,955.914589881897
6,0.5385457039161194,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,5896.723003387451
11,0.5181311482584143,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,12393.738333940506
