iteration,exploitability,graph,total_time
1,0.28622796044089915,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,11288.65536904335
6,0.47089790133144205,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,58836.600836992264
11,0.17159179094998822,/Users/davidklasa/Documents/GitHub/Kexet/main/grafer/LEFTGGraf2.csv,111147.46442484856
