iteration,exploitability,graph,total_time,learn_time
1,1.1257450987404432,Graf1,975.4537870883942,90.6182210445404
11,0.5717443278447454,Graf1,9039.730391025543,779.0808970928192
21,0.3419141458939797,Graf1,20175.692385196686,2497.2675681114197
31,0.4422929727238596,Graf1,29962.119279384613,4621.086334228516
41,0.39748048998718655,Graf1,37360.585802555084,6813.619915962219
51,0.45629381243119094,Graf1,45855.97997045517,8940.866148471832
61,0.3735097970922776,Graf1,55456.85019659996,12071.74545288086
71,0.4125275675894712,Graf1,67070.78957271576,18148.449539661407
