iteration,exploitability,graph,total_time,total_learn_time
1,1.9140551000345858,Graf1,1129.556987285614,104.02372336387634
11,0.6460147947923527,Graf1,10840.173556089401,1222.6010146141052
21,0.3794816415425234,Graf1,23380.470497131348,3671.526798725128
31,0.3960232652256142,Graf1,34553.2144241333,6239.478309392929
41,0.37644957185242434,Graf1,44295.81167411804,9828.9373524189
51,0.3715812932383387,Graf1,53133.42685127258,12371.166092395782
61,0.33108027288203373,Graf1,59596.74331641197,14721.648670196533
71,0.34552085583406644,Graf1,70927.76259565353,18603.48828482628
