iteration,exploitability,graph,total_time,total_learn_time
1,1.1672276976150524,Graf1,1369.0753841400146,130.18898582458496
11,0.4197007734871631,Graf1,10021.92764210701,1067.0271065235138
21,0.3050881703729631,Graf1,22487.979552268982,3695.803610801697
31,0.3823669375351374,Graf1,29985.85057425499,5564.9242305755615
41,0.23759911182592258,Graf1,39045.725526571274,8210.911273479462
51,0.392410223016251,Graf1,47425.654356479645,10790.847810029984
61,0.3504136522554751,Graf1,60814.338960409164,13733.366305589676
71,0.4172936243793561,Graf1,71185.60276055336,18987.058752298355
